SiPM 9007  (-365.37,54.48,-22.8)
SiPM 9008  (-349.82,-54.37,-22.8)
SiPM 9009  (-349.82,-38.82,-22.8)
SiPM 9010  (-349.82,-23.27,-22.8)
SiPM 9011  (-349.82,-7.72,-22.8)
SiPM 9012  (-349.82,7.83,-22.8)
SiPM 9013  (-349.82,23.38,-22.8)
SiPM 9014  (-349.82,38.93,-22.8)
SiPM 9015  (-349.82,54.48,-22.8)
SiPM 9016  (-334.27,-54.37,-22.8)
SiPM 9017  (-334.27,-38.82,-22.8)
SiPM 9018  (-334.27,-23.27,-22.8)
SiPM 9019  (-334.27,-7.72,-22.8)
SiPM 9020  (-334.27,7.83,-22.8)
SiPM 9021  (-334.27,23.38,-22.8)
SiPM 9022  (-334.27,38.93,-22.8)
SiPM 9023  (-334.27,54.48,-22.8)
SiPM 9024  (-318.72,-54.37,-22.8)
SiPM 9025  (-318.72,-38.82,-22.8)
SiPM 9026  (-318.72,-23.27,-22.8)
SiPM 9027  (-318.72,-7.72,-22.8)
SiPM 9028  (-318.72,7.83,-22.8)
SiPM 9029  (-318.72,23.38,-22.8)
SiPM 9030  (-318.72,38.93,-22.8)
SiPM 9031  (-318.72,54.48,-22.8)
SiPM 9032  (-303.17,-54.37,-22.8)
SiPM 9033  (-303.17,-38.82,-22.8)
SiPM 9034  (-303.17,-23.27,-22.8)
SiPM 9035  (-303.17,-7.72,-22.8)
SiPM 9036  (-303.17,7.83,-22.8)
SiPM 9037  (-303.17,23.38,-22.8)
SiPM 9038  (-303.17,38.93,-22.8)
SiPM 9039  (-303.17,54.48,-22.8)
SiPM 9040  (-287.62,-54.37,-22.8)
SiPM 9041  (-287.62,-38.82,-22.8)
SiPM 9042  (-287.62,-23.27,-22.8)
SiPM 9043  (-287.62,-7.72,-22.8)
SiPM 9044  (-287.62,7.83,-22.8)
SiPM 9045  (-287.62,23.38,-22.8)
SiPM 9046  (-287.62,38.93,-22.8)
SiPM 9047  (-287.62,54.48,-22.8)
SiPM 9048  (-272.07,-54.37,-22.8)
SiPM 9049  (-272.07,-38.82,-22.8)
SiPM 9050  (-272.07,-23.27,-22.8)
SiPM 9051  (-272.07,-7.72,-22.8)
SiPM 9052  (-272.07,7.83,-22.8)
SiPM 9053  (-272.07,23.38,-22.8)
SiPM 9054  (-272.07,38.93,-22.8)
SiPM 9055  (-272.07,54.48,-22.8)
SiPM 9056  (-256.52,-54.37,-22.8)
SiPM 9057  (-256.52,-38.82,-22.8)
SiPM 9058  (-256.52,-23.27,-22.8)
SiPM 9059  (-256.52,-7.72,-22.8)
SiPM 9060  (-256.52,7.83,-22.8)
SiPM 9061  (-256.52,23.38,-22.8)
SiPM 9062  (-256.52,38.93,-22.8)
SiPM 9063  (-256.52,54.48,-22.8)
SiPM 10000  (-365.37,70.03,-22.8)
SiPM 10001  (-365.37,85.58,-22.8)
SiPM 10002  (-365.37,101.13,-22.8)
SiPM 10003  (-365.37,116.68,-22.8)
SiPM 10004  (-365.37,132.23,-22.8)
SiPM 10005  (-365.37,147.78,-22.8)
SiPM 10006  (-365.37,163.33,-22.8)
SiPM 10007  (-365.37,178.88,-22.8)
SiPM 10008  (-349.82,70.03,-22.8)
SiPM 10009  (-349.82,85.58,-22.8)
SiPM 10010  (-349.82,101.13,-22.8)
SiPM 10011  (-349.82,116.68,-22.8)
SiPM 10012  (-349.82,132.23,-22.8)
SiPM 10013  (-349.82,147.78,-22.8)
SiPM 10014  (-349.82,163.33,-22.8)
SiPM 10015  (-349.82,178.88,-22.8)
SiPM 10016  (-334.27,70.03,-22.8)
SiPM 10017  (-334.27,85.58,-22.8)
SiPM 10018  (-334.27,101.13,-22.8)
SiPM 10019  (-334.27,116.68,-22.8)
SiPM 10020  (-334.27,132.23,-22.8)
SiPM 10021  (-334.27,147.78,-22.8)
SiPM 10022  (-334.27,163.33,-22.8)
SiPM 10023  (-334.27,178.88,-22.8)
SiPM 10024  (-318.72,70.03,-22.8)
SiPM 10025  (-318.72,85.58,-22.8)
SiPM 10026  (-318.72,101.13,-22.8)
SiPM 10027  (-318.72,116.68,-22.8)
SiPM 10028  (-318.72,132.23,-22.8)
SiPM 10029  (-318.72,147.78,-22.8)
SiPM 10030  (-318.72,163.33,-22.8)
SiPM 10031  (-318.72,178.88,-22.8)
SiPM 10032  (-303.17,70.03,-22.8)
SiPM 10033  (-303.17,85.58,-22.8)
SiPM 10034  (-303.17,101.13,-22.8)
SiPM 10035  (-303.17,116.68,-22.8)
SiPM 10036  (-303.17,132.23,-22.8)
SiPM 10037  (-303.17,147.78,-22.8)
SiPM 10038  (-303.17,163.33,-22.8)
SiPM 10039  (-303.17,178.88,-22.8)
SiPM 10040  (-287.62,70.03,-22.8)
SiPM 10041  (-287.62,85.58,-22.8)
SiPM 10042  (-287.62,101.13,-22.8)
SiPM 10043  (-287.62,116.68,-22.8)
SiPM 10044  (-287.62,132.23,-22.8)
SiPM 10045  (-287.62,147.78,-22.8)
SiPM 10046  (-287.62,163.33,-22.8)
SiPM 10047  (-287.62,178.88,-22.8)
SiPM 10048  (-272.07,70.03,-22.8)
SiPM 10049  (-272.07,85.58,-22.8)
SiPM 10050  (-272.07,101.13,-22.8)
SiPM 10051  (-272.07,116.68,-22.8)
SiPM 10052  (-272.07,132.23,-22.8)
SiPM 10053  (-272.07,147.78,-22.8)
SiPM 10054  (-272.07,163.33,-22.8)
SiPM 10055  (-272.07,178.88,-22.8)
SiPM 10056  (-256.52,70.03,-22.8)
SiPM 10057  (-256.52,85.58,-22.8)
SiPM 10058  (-256.52,101.13,-22.8)
SiPM 10059  (-256.52,116.68,-22.8)
SiPM 10060  (-256.52,132.23,-22.8)
SiPM 10061  (-256.52,147.78,-22.8)
SiPM 10062  (-256.52,163.33,-22.8)
SiPM 10063  (-256.52,178.88,-22.8)
SiPM 11000  (-365.37,194.43,-22.8)
SiPM 11001  (-365.37,209.98,-22.8)
SiPM 11002  (-365.37,225.53,-22.8)
SiPM 11003  (-365.37,241.08,-22.8)
SiPM 11004  (-365.37,256.63,-22.8)
SiPM 11005  (-365.37,272.18,-22.8)
SiPM 11006  (-365.37,287.73,-22.8)
SiPM 11007  (-365.37,303.28,-22.8)
SiPM 11008  (-349.82,194.43,-22.8)
SiPM 11009  (-349.82,209.98,-22.8)
SiPM 11010  (-349.82,225.53,-22.8)
SiPM 11011  (-349.82,241.08,-22.8)
SiPM 11012  (-349.82,256.63,-22.8)
SiPM 11013  (-349.82,272.18,-22.8)
SiPM 11014  (-349.82,287.73,-22.8)
SiPM 11015  (-349.82,303.28,-22.8)
SiPM 11016  (-334.27,194.43,-22.8)
SiPM 11017  (-334.27,209.98,-22.8)
SiPM 11018  (-334.27,225.53,-22.8)
SiPM 11019  (-334.27,241.08,-22.8)
SiPM 11020  (-334.27,256.63,-22.8)
SiPM 11021  (-334.27,272.18,-22.8)
SiPM 11022  (-334.27,287.73,-22.8)
SiPM 11023  (-334.27,303.28,-22.8)
SiPM 11024  (-318.72,194.43,-22.8)
SiPM 11025  (-318.72,209.98,-22.8)
SiPM 11026  (-318.72,225.53,-22.8)
SiPM 11027  (-318.72,241.08,-22.8)
SiPM 11028  (-318.72,256.63,-22.8)
SiPM 11029  (-318.72,272.18,-22.8)
SiPM 11030  (-318.72,287.73,-22.8)
SiPM 11031  (-318.72,303.28,-22.8)
SiPM 11032  (-303.17,194.43,-22.8)
SiPM 11033  (-303.17,209.98,-22.8)
SiPM 11034  (-303.17,225.53,-22.8)
SiPM 11035  (-303.17,241.08,-22.8)
SiPM 11036  (-303.17,256.63,-22.8)
SiPM 11037  (-303.17,272.18,-22.8)
SiPM 11038  (-303.17,287.73,-22.8)
SiPM 11039  (-303.17,303.28,-22.8)
SiPM 11040  (-287.62,194.43,-22.8)
SiPM 11041  (-287.62,209.98,-22.8)
SiPM 11042  (-287.62,225.53,-22.8)
SiPM 11043  (-287.62,241.08,-22.8)
SiPM 11044  (-287.62,256.63,-22.8)
SiPM 11045  (-287.62,272.18,-22.8)
SiPM 11046  (-287.62,287.73,-22.8)
SiPM 11047  (-287.62,303.28,-22.8)
SiPM 11048  (-272.07,194.43,-22.8)
SiPM 11049  (-272.07,209.98,-22.8)
SiPM 11050  (-272.07,225.53,-22.8)
SiPM 11051  (-272.07,241.08,-22.8)
SiPM 11052  (-272.07,256.63,-22.8)
SiPM 11053  (-272.07,272.18,-22.8)
SiPM 11054  (-272.07,287.73,-22.8)
SiPM 11055  (-272.07,303.28,-22.8)
SiPM 11056  (-256.52,194.43,-22.8)
SiPM 11057  (-256.52,209.98,-22.8)
SiPM 11058  (-256.52,225.53,-22.8)
SiPM 11059  (-256.52,241.08,-22.8)
SiPM 11060  (-256.52,256.63,-22.8)
SiPM 11061  (-256.52,272.18,-22.8)
SiPM 11062  (-256.52,287.73,-22.8)
SiPM 11063  (-256.52,303.28,-22.8)
SiPM 12000  (-365.37,318.83,-22.8)
SiPM 12001  (-365.37,334.38,-22.8)
SiPM 12002  (-365.37,349.93,-22.8)
SiPM 12003  (-365.37,365.48,-22.8)
SiPM 12004  (-365.37,381.03,-22.8)
SiPM 12005  (-365.37,396.58,-22.8)
SiPM 12006  (-365.37,412.13,-22.8)
SiPM 12007  (-365.37,427.68,-22.8)
SiPM 12008  (-349.82,318.83,-22.8)
SiPM 12009  (-349.82,334.38,-22.8)
SiPM 12010  (-349.82,349.93,-22.8)
SiPM 12011  (-349.82,365.48,-22.8)
SiPM 12012  (-349.82,381.03,-22.8)
SiPM 12013  (-349.82,396.58,-22.8)
SiPM 12014  (-349.82,412.13,-22.8)
SiPM 12015  (-349.82,427.68,-22.8)
SiPM 12016  (-334.27,318.83,-22.8)
SiPM 12017  (-334.27,334.38,-22.8)
SiPM 12018  (-334.27,349.93,-22.8)
SiPM 12019  (-334.27,365.48,-22.8)
SiPM 12020  (-334.27,381.03,-22.8)
SiPM 12021  (-334.27,396.58,-22.8)
SiPM 12022  (-334.27,412.13,-22.8)
SiPM 12023  (-334.27,427.68,-22.8)
SiPM 12024  (-318.72,318.83,-22.8)
SiPM 12025  (-318.72,334.38,-22.8)
SiPM 12026  (-318.72,349.93,-22.8)
SiPM 12027  (-318.72,365.48,-22.8)
SiPM 12028  (-318.72,381.03,-22.8)
SiPM 12029  (-318.72,396.58,-22.8)
SiPM 12030  (-318.72,412.13,-22.8)
SiPM 12031  (-318.72,427.68,-22.8)
SiPM 12032  (-303.17,318.83,-22.8)
SiPM 12033  (-303.17,334.38,-22.8)
SiPM 12034  (-303.17,349.93,-22.8)
SiPM 12035  (-303.17,365.48,-22.8)
SiPM 12036  (-303.17,381.03,-22.8)
SiPM 12037  (-303.17,396.58,-22.8)
SiPM 12038  (-303.17,412.13,-22.8)
SiPM 12039  (-303.17,427.68,-22.8)
SiPM 12040  (-287.62,318.83,-22.8)
SiPM 12041  (-287.62,334.38,-22.8)
SiPM 12042  (-287.62,349.93,-22.8)
SiPM 12043  (-287.62,365.48,-22.8)
SiPM 12044  (-287.62,381.03,-22.8)
SiPM 12045  (-287.62,396.58,-22.8)
SiPM 12046  (-287.62,412.13,-22.8)
SiPM 12047  (-287.62,427.68,-22.8)
SiPM 12048  (-272.07,318.83,-22.8)
SiPM 12049  (-272.07,334.38,-22.8)
SiPM 12050  (-272.07,349.93,-22.8)
SiPM 12051  (-272.07,365.48,-22.8)
SiPM 12052  (-272.07,381.03,-22.8)
SiPM 12053  (-272.07,396.58,-22.8)
SiPM 12054  (-272.07,412.13,-22.8)
SiPM 12055  (-272.07,427.68,-22.8)
SiPM 12056  (-256.52,318.83,-22.8)
SiPM 12057  (-256.52,334.38,-22.8)
SiPM 12058  (-256.52,349.93,-22.8)
SiPM 12059  (-256.52,365.48,-22.8)
SiPM 12060  (-256.52,381.03,-22.8)
SiPM 12061  (-256.52,396.58,-22.8)
SiPM 12062  (-256.52,412.13,-22.8)
SiPM 12063  (-256.52,427.68,-22.8)
SiPM 13000  (-240.97,-489.77,-22.8)
SiPM 13001  (-240.97,-474.22,-22.8)
SiPM 13002  (-240.97,-458.67,-22.8)
SiPM 13003  (-240.97,-443.12,-22.8)
SiPM 13004  (-240.97,-427.57,-22.8)
SiPM 13005  (-240.97,-412.02,-22.8)
SiPM 13006  (-240.97,-396.47,-22.8)
SiPM 13007  (-240.97,-380.92,-22.8)
SiPM 13008  (-225.42,-489.77,-22.8)
SiPM 13009  (-225.42,-474.22,-22.8)
SiPM 13010  (-225.42,-458.67,-22.8)
SiPM 13011  (-225.42,-443.12,-22.8)
SiPM 13012  (-225.42,-427.57,-22.8)
SiPM 13013  (-225.42,-412.02,-22.8)
SiPM 13014  (-225.42,-396.47,-22.8)
SiPM 13015  (-225.42,-380.92,-22.8)
SiPM 13016  (-209.87,-489.77,-22.8)
SiPM 13017  (-209.87,-474.22,-22.8)
SiPM 13018  (-209.87,-458.67,-22.8)
SiPM 13019  (-209.87,-443.12,-22.8)
SiPM 13020  (-209.87,-427.57,-22.8)
SiPM 13021  (-209.87,-412.02,-22.8)
SiPM 13022  (-209.87,-396.47,-22.8)
SiPM 13023  (-209.87,-380.92,-22.8)
SiPM 13024  (-194.32,-489.77,-22.8)
SiPM 13025  (-194.32,-474.22,-22.8)
SiPM 13026  (-194.32,-458.67,-22.8)
SiPM 13027  (-194.32,-443.12,-22.8)
SiPM 13028  (-194.32,-427.57,-22.8)
SiPM 13029  (-194.32,-412.02,-22.8)
SiPM 13030  (-194.32,-396.47,-22.8)
SiPM 13031  (-194.32,-380.92,-22.8)
SiPM 13032  (-178.77,-489.77,-22.8)
SiPM 13033  (-178.77,-474.22,-22.8)
SiPM 13034  (-178.77,-458.67,-22.8)
SiPM 13035  (-178.77,-443.12,-22.8)
SiPM 13036  (-178.77,-427.57,-22.8)
SiPM 13037  (-178.77,-412.02,-22.8)
SiPM 13038  (-178.77,-396.47,-22.8)
SiPM 13039  (-178.77,-380.92,-22.8)
SiPM 13040  (-163.22,-489.77,-22.8)
SiPM 13041  (-163.22,-474.22,-22.8)
SiPM 13042  (-163.22,-458.67,-22.8)
SiPM 13043  (-163.22,-443.12,-22.8)
SiPM 13044  (-163.22,-427.57,-22.8)
SiPM 13045  (-163.22,-412.02,-22.8)
SiPM 13046  (-163.22,-396.47,-22.8)
SiPM 13047  (-163.22,-380.92,-22.8)
SiPM 13048  (-147.67,-489.77,-22.8)
SiPM 13049  (-147.67,-474.22,-22.8)
SiPM 13050  (-147.67,-458.67,-22.8)
SiPM 13051  (-147.67,-443.12,-22.8)
SiPM 13052  (-147.67,-427.57,-22.8)
SiPM 13053  (-147.67,-412.02,-22.8)
SiPM 13054  (-147.67,-396.47,-22.8)
SiPM 13055  (-147.67,-380.92,-22.8)
SiPM 13056  (-132.12,-489.77,-22.8)
SiPM 13057  (-132.12,-474.22,-22.8)
SiPM 13058  (-132.12,-458.67,-22.8)
SiPM 13059  (-132.12,-443.12,-22.8)
SiPM 13060  (-132.12,-427.57,-22.8)
SiPM 13061  (-132.12,-412.02,-22.8)
SiPM 13062  (-132.12,-396.47,-22.8)
SiPM 13063  (-132.12,-380.92,-22.8)
SiPM 14000  (-240.97,-365.37,-22.8)
SiPM 14001  (-240.97,-349.82,-22.8)
SiPM 14002  (-240.97,-334.27,-22.8)
SiPM 14003  (-240.97,-318.72,-22.8)
SiPM 14004  (-240.97,-303.17,-22.8)
SiPM 14005  (-240.97,-287.62,-22.8)
SiPM 14006  (-240.97,-272.07,-22.8)
SiPM 14007  (-240.97,-256.52,-22.8)
SiPM 14008  (-225.42,-365.37,-22.8)
SiPM 14009  (-225.42,-349.82,-22.8)
SiPM 14010  (-225.42,-334.27,-22.8)
SiPM 14011  (-225.42,-318.72,-22.8)
SiPM 14012  (-225.42,-303.17,-22.8)
SiPM 14013  (-225.42,-287.62,-22.8)
SiPM 14014  (-225.42,-272.07,-22.8)
SiPM 14015  (-225.42,-256.52,-22.8)
SiPM 14016  (-209.87,-365.37,-22.8)
SiPM 14017  (-209.87,-349.82,-22.8)
SiPM 14018  (-209.87,-334.27,-22.8)
SiPM 14019  (-209.87,-318.72,-22.8)
SiPM 14020  (-209.87,-303.17,-22.8)
SiPM 14021  (-209.87,-287.62,-22.8)
SiPM 14022  (-209.87,-272.07,-22.8)
SiPM 14023  (-209.87,-256.52,-22.8)
SiPM 14024  (-194.32,-365.37,-22.8)
SiPM 14025  (-194.32,-349.82,-22.8)
SiPM 14026  (-194.32,-334.27,-22.8)
SiPM 14027  (-194.32,-318.72,-22.8)
SiPM 14028  (-194.32,-303.17,-22.8)
SiPM 14029  (-194.32,-287.62,-22.8)
SiPM 14030  (-194.32,-272.07,-22.8)
SiPM 14031  (-194.32,-256.52,-22.8)
SiPM 14032  (-178.77,-365.37,-22.8)
SiPM 14033  (-178.77,-349.82,-22.8)
SiPM 14034  (-178.77,-334.27,-22.8)
SiPM 14035  (-178.77,-318.72,-22.8)
SiPM 14036  (-178.77,-303.17,-22.8)
SiPM 14037  (-178.77,-287.62,-22.8)
SiPM 14038  (-178.77,-272.07,-22.8)
SiPM 14039  (-178.77,-256.52,-22.8)
SiPM 14040  (-163.22,-365.37,-22.8)
SiPM 14041  (-163.22,-349.82,-22.8)
SiPM 14042  (-163.22,-334.27,-22.8)
SiPM 14043  (-163.22,-318.72,-22.8)
SiPM 14044  (-163.22,-303.17,-22.8)
SiPM 14045  (-163.22,-287.62,-22.8)
SiPM 14046  (-163.22,-272.07,-22.8)
SiPM 14047  (-163.22,-256.52,-22.8)
SiPM 14048  (-147.67,-365.37,-22.8)
SiPM 14049  (-147.67,-349.82,-22.8)
SiPM 14050  (-147.67,-334.27,-22.8)
SiPM 14051  (-147.67,-318.72,-22.8)
SiPM 14052  (-147.67,-303.17,-22.8)
SiPM 14053  (-147.67,-287.62,-22.8)
SiPM 14054  (-147.67,-272.07,-22.8)
SiPM 14055  (-147.67,-256.52,-22.8)
SiPM 14056  (-132.12,-365.37,-22.8)
SiPM 14057  (-132.12,-349.82,-22.8)
SiPM 14058  (-132.12,-334.27,-22.8)
SiPM 14059  (-132.12,-318.72,-22.8)
SiPM 14060  (-132.12,-303.17,-22.8)
SiPM 14061  (-132.12,-287.62,-22.8)
SiPM 14062  (-132.12,-272.07,-22.8)
SiPM 14063  (-132.12,-256.52,-22.8)
SiPM 15000  (-240.97,-240.97,-22.8)
SiPM 15001  (-240.97,-225.42,-22.8)
SiPM 15002  (-240.97,-209.87,-22.8)
SiPM 15003  (-240.97,-194.32,-22.8)
SiPM 15004  (-240.97,-178.77,-22.8)
SiPM 15005  (-240.97,-163.22,-22.8)
SiPM 15006  (-240.97,-147.67,-22.8)
SiPM 15007  (-240.97,-132.12,-22.8)
SiPM 15008  (-225.42,-240.97,-22.8)
SiPM 15009  (-225.42,-225.42,-22.8)
SiPM 15010  (-225.42,-209.87,-22.8)
SiPM 15011  (-225.42,-194.32,-22.8)
SiPM 15012  (-225.42,-178.77,-22.8)
SiPM 15013  (-225.42,-163.22,-22.8)
SiPM 15014  (-225.42,-147.67,-22.8)
SiPM 15015  (-225.42,-132.12,-22.8)
SiPM 15016  (-209.87,-240.97,-22.8)
SiPM 15017  (-209.87,-225.42,-22.8)
SiPM 15018  (-209.87,-209.87,-22.8)
SiPM 15019  (-209.87,-194.32,-22.8)
SiPM 15020  (-209.87,-178.77,-22.8)
SiPM 15021  (-209.87,-163.22,-22.8)
SiPM 15022  (-209.87,-147.67,-22.8)
SiPM 15023  (-209.87,-132.12,-22.8)
SiPM 15024  (-194.32,-240.97,-22.8)
SiPM 15025  (-194.32,-225.42,-22.8)
SiPM 15026  (-194.32,-209.87,-22.8)
SiPM 15027  (-194.32,-194.32,-22.8)
SiPM 15028  (-194.32,-178.77,-22.8)
SiPM 15029  (-194.32,-163.22,-22.8)
SiPM 15030  (-194.32,-147.67,-22.8)
SiPM 15031  (-194.32,-132.12,-22.8)
SiPM 15032  (-178.77,-240.97,-22.8)
SiPM 15033  (-178.77,-225.42,-22.8)
SiPM 15034  (-178.77,-209.87,-22.8)
SiPM 15035  (-178.77,-194.32,-22.8)
SiPM 15036  (-178.77,-178.77,-22.8)
SiPM 15037  (-178.77,-163.22,-22.8)
SiPM 15038  (-178.77,-147.67,-22.8)
SiPM 15039  (-178.77,-132.12,-22.8)
SiPM 15040  (-163.22,-240.97,-22.8)
SiPM 15041  (-163.22,-225.42,-22.8)
SiPM 15042  (-163.22,-209.87,-22.8)
SiPM 15043  (-163.22,-194.32,-22.8)
SiPM 15044  (-163.22,-178.77,-22.8)
SiPM 15045  (-163.22,-163.22,-22.8)
SiPM 15046  (-163.22,-147.67,-22.8)
SiPM 15047  (-163.22,-132.12,-22.8)
SiPM 15048  (-147.67,-240.97,-22.8)
SiPM 15049  (-147.67,-225.42,-22.8)
SiPM 15050  (-147.67,-209.87,-22.8)
SiPM 15051  (-147.67,-194.32,-22.8)
SiPM 15052  (-147.67,-178.77,-22.8)
SiPM 15053  (-147.67,-163.22,-22.8)
SiPM 15054  (-147.67,-147.67,-22.8)
SiPM 15055  (-147.67,-132.12,-22.8)
SiPM 15056  (-132.12,-240.97,-22.8)
SiPM 15057  (-132.12,-225.42,-22.8)
SiPM 15058  (-132.12,-209.87,-22.8)
SiPM 15059  (-132.12,-194.32,-22.8)
SiPM 15060  (-132.12,-178.77,-22.8)
SiPM 15061  (-132.12,-163.22,-22.8)
SiPM 15062  (-132.12,-147.67,-22.8)
SiPM 15063  (-132.12,-132.12,-22.8)
SiPM 16000  (-240.97,-116.57,-22.8)
SiPM 16001  (-240.97,-101.02,-22.8)
SiPM 16002  (-240.97,-85.47,-22.8)
SiPM 16003  (-240.97,-69.92,-22.8)
SiPM 16004  (-240.97,-54.37,-22.8)
SiPM 16005  (-240.97,-38.82,-22.8)
SiPM 16006  (-240.97,-23.27,-22.8)
SiPM 16007  (-240.97,-7.72,-22.8)
SiPM 16008  (-225.42,-116.57,-22.8)
SiPM 16009  (-225.42,-101.02,-22.8)
SiPM 16010  (-225.42,-85.47,-22.8)
SiPM 16011  (-225.42,-69.92,-22.8)
SiPM 16012  (-225.42,-54.37,-22.8)
SiPM 16013  (-225.42,-38.82,-22.8)
SiPM 16014  (-225.42,-23.27,-22.8)
SiPM 16015  (-225.42,-7.72,-22.8)
SiPM 16016  (-209.87,-116.57,-22.8)
SiPM 16017  (-209.87,-101.02,-22.8)
SiPM 16018  (-209.87,-85.47,-22.8)
SiPM 16019  (-209.87,-69.92,-22.8)
SiPM 16020  (-209.87,-54.37,-22.8)
SiPM 16021  (-209.87,-38.82,-22.8)
SiPM 16022  (-209.87,-23.27,-22.8)
SiPM 16023  (-209.87,-7.72,-22.8)
SiPM 16024  (-194.32,-116.57,-22.8)
SiPM 16025  (-194.32,-101.02,-22.8)
SiPM 16026  (-194.32,-85.47,-22.8)
SiPM 16027  (-194.32,-69.92,-22.8)
SiPM 16028  (-194.32,-54.37,-22.8)
SiPM 16029  (-194.32,-38.82,-22.8)
SiPM 16030  (-194.32,-23.27,-22.8)
SiPM 16031  (-194.32,-7.72,-22.8)
SiPM 16032  (-178.77,-116.57,-22.8)
SiPM 16033  (-178.77,-101.02,-22.8)
SiPM 16034  (-178.77,-85.47,-22.8)
SiPM 16035  (-178.77,-69.92,-22.8)
SiPM 16036  (-178.77,-54.37,-22.8)
SiPM 16037  (-178.77,-38.82,-22.8)
SiPM 16038  (-178.77,-23.27,-22.8)
SiPM 16039  (-178.77,-7.72,-22.8)
SiPM 16040  (-163.22,-116.57,-22.8)
SiPM 16041  (-163.22,-101.02,-22.8)
SiPM 16042  (-163.22,-85.47,-22.8)
SiPM 16043  (-163.22,-69.92,-22.8)
SiPM 16044  (-163.22,-54.37,-22.8)
SiPM 16045  (-163.22,-38.82,-22.8)
SiPM 16046  (-163.22,-23.27,-22.8)
SiPM 16047  (-163.22,-7.72,-22.8)
SiPM 16048  (-147.67,-116.57,-22.8)
SiPM 16049  (-147.67,-101.02,-22.8)
SiPM 16050  (-147.67,-85.47,-22.8)
SiPM 16051  (-147.67,-69.92,-22.8)
SiPM 16052  (-147.67,-54.37,-22.8)
SiPM 16053  (-147.67,-38.82,-22.8)
SiPM 16054  (-147.67,-23.27,-22.8)
SiPM 16055  (-147.67,-7.72,-22.8)
SiPM 16056  (-132.12,-116.57,-22.8)
SiPM 16057  (-132.12,-101.02,-22.8)
SiPM 16058  (-132.12,-85.47,-22.8)
SiPM 16059  (-132.12,-69.92,-22.8)
SiPM 16060  (-132.12,-54.37,-22.8)
SiPM 16061  (-132.12,-38.82,-22.8)
SiPM 16062  (-132.12,-23.27,-22.8)
SiPM 16063  (-132.12,-7.72,-22.8)
SiPM 17000  (-240.97,7.83,-22.8)
SiPM 17001  (-240.97,23.38,-22.8)
SiPM 17002  (-240.97,38.93,-22.8)
SiPM 17003  (-240.97,54.48,-22.8)
SiPM 17004  (-240.97,70.03,-22.8)
SiPM 17005  (-240.97,85.58,-22.8)
SiPM 17006  (-240.97,101.13,-22.8)
SiPM 17007  (-240.97,116.68,-22.8)
SiPM 17008  (-225.42,7.83,-22.8)
SiPM 17009  (-225.42,23.38,-22.8)
SiPM 17010  (-225.42,38.93,-22.8)
SiPM 17011  (-225.42,54.48,-22.8)
SiPM 17012  (-225.42,70.03,-22.8)
SiPM 17013  (-225.42,85.58,-22.8)
SiPM 17014  (-225.42,101.13,-22.8)
SiPM 17015  (-225.42,116.68,-22.8)
SiPM 17016  (-209.87,7.83,-22.8)
SiPM 17017  (-209.87,23.38,-22.8)
SiPM 17018  (-209.87,38.93,-22.8)
SiPM 17019  (-209.87,54.48,-22.8)
SiPM 17020  (-209.87,70.03,-22.8)
SiPM 17021  (-209.87,85.58,-22.8)
SiPM 17022  (-209.87,101.13,-22.8)
SiPM 17023  (-209.87,116.68,-22.8)
SiPM 17024  (-194.32,7.83,-22.8)
SiPM 17025  (-194.32,23.38,-22.8)
SiPM 17026  (-194.32,38.93,-22.8)
SiPM 17027  (-194.32,54.48,-22.8)
SiPM 17028  (-194.32,70.03,-22.8)
SiPM 17029  (-194.32,85.58,-22.8)
SiPM 17030  (-194.32,101.13,-22.8)
SiPM 17031  (-194.32,116.68,-22.8)
SiPM 17032  (-178.77,7.83,-22.8)
SiPM 17033  (-178.77,23.38,-22.8)
SiPM 17034  (-178.77,38.93,-22.8)
SiPM 17035  (-178.77,54.48,-22.8)
SiPM 17036  (-178.77,70.03,-22.8)
SiPM 17037  (-178.77,85.58,-22.8)
SiPM 17038  (-178.77,101.13,-22.8)
SiPM 17039  (-178.77,116.68,-22.8)
SiPM 17040  (-163.22,7.83,-22.8)
SiPM 17041  (-163.22,23.38,-22.8)
SiPM 17042  (-163.22,38.93,-22.8)
SiPM 17043  (-163.22,54.48,-22.8)
SiPM 17044  (-163.22,70.03,-22.8)
SiPM 17045  (-163.22,85.58,-22.8)
SiPM 17046  (-163.22,101.13,-22.8)
SiPM 17047  (-163.22,116.68,-22.8)
SiPM 17048  (-147.67,7.83,-22.8)
SiPM 17049  (-147.67,23.38,-22.8)
SiPM 17050  (-147.67,38.93,-22.8)
SiPM 17051  (-147.67,54.48,-22.8)
SiPM 17052  (-147.67,70.03,-22.8)
SiPM 17053  (-147.67,85.58,-22.8)
SiPM 17054  (-147.67,101.13,-22.8)
SiPM 17055  (-147.67,116.68,-22.8)
SiPM 17056  (-132.12,7.83,-22.8)
SiPM 17057  (-132.12,23.38,-22.8)
SiPM 17058  (-132.12,38.93,-22.8)
SiPM 17059  (-132.12,54.48,-22.8)
SiPM 17060  (-132.12,70.03,-22.8)
SiPM 17061  (-132.12,85.58,-22.8)
SiPM 17062  (-132.12,101.13,-22.8)
SiPM 17063  (-132.12,116.68,-22.8)
SiPM 18000  (-240.97,132.23,-22.8)
SiPM 18001  (-240.97,147.78,-22.8)
